location;region;n;e
Strzałków;Mazowieckie;51.3833;20.9500
Strzałków;Świętokrzyskie;50.4667;20.8667
Strzałków;Wielkopolskie;51.8667;18.4167
Strzałków;Kujawsko-Pomorskie;51.0500;19.4833
Strzały;Kujawsko-Pomorskie;52.4833;19.1667
Strzebielewo;Zachodniopomorskie;53.2500;15.0833
Strzebielino;Pomorskie;54.5833;18.0500
Strzebieszew;Kujawsko-Pomorskie;52.0000;19.7500
Strzebin;Śląskie;50.6333;18.9333
Strzeblów;Dolnośląskie;50.9167;16.7000
Strzeczona;Pomorskie;53.5667;17.2167
Strzegocice;Małopolskie;49.9500;21.3167
Strzegocin;Mazowieckie;52.6833;20.8500
Strzegocin;Mazowieckie;52.1667;19.3500
Strzegom;Podkarpackie;50.5167;21.3333
Strzegom;Dolnośląskie;50.9667;16.3500
Strzegomek;Podkarpackie;50.5333;21.2833
Strzegomiany;Opolskie;50.8833;17.7500
Strzegonino;Pomorskie;54.3167;17.2333
Strzegowa;Wielkopolskie;51.6667;18.0500
Strzegowa;Śląskie;50.4333;19.7167
Strzegowo-Osada;Mazowieckie;52.9000;20.2833
Strzegów;Lubuskie;51.8167;14.6167
Strzegów;Dolnośląskie;50.7500;17.0500
Strzegów;Opolskie;50.6333;17.2833
Strzekęcino;Zachodniopomorskie;54.1000;16.1500
Strzelce;Lubelskie;51.3167;22.2333
Strzelce;Lubelskie;50.9667;23.8000
Strzelce;Świętokrzyskie;50.4667;21.0833
Strzelce;Wielkopolskie;53.0167;16.9667
Strzelce;Kujawsko-Pomorskie;52.6833;18.1000
Strzelce;Mazowieckie;52.3167;19.4000
Strzelce;Wielkopolskie;52.2500;16.4000
Strzelce;Kujawsko-Pomorskie;51.3667;19.9500
Strzelce;Opolskie;51.0667;17.8500
Strzelce;Dolnośląskie;50.9167;16.6667
Strzelce Dolne;Kujawsko-Pomorskie;53.2167;18.1833
Strzelce Górne;Kujawsko-Pomorskie;53.2000;18.1500
Strzelce Krajeńskie;Małopolskie;52.8667;15.5333
Strzelce Kujawskie;Mazowieckie;52.3167;19.3667
Strzelce Małe;Małopolskie;50.1167;20.5833
Strzelce Małe;Wielkopolskie;51.8667;17.0833
Strzelce Małe;Kujawsko-Pomorskie;51.1000;19.8000
Strzelce Małe A;Kujawsko-Pomorskie;51.1000;19.7833
Strzelce Opolskie;Opolskie;50.5167;18.3000
Strzelce Wielkie;Małopolskie;50.1167;20.5833
Strzelce Wielkie;Wielkopolskie;51.8833;17.0833
Strzelce Wielkie;Śląskie;51.1333;19.1500
Strzelcowizna;Podlaskie;53.9500;23.3167
Strzelczew;Mazowieckie;52.1378;19.9846
Strzelczyki;Wielkopolskie;53.0500;17.0500
Strzelczyn;Zachodniopomorskie;53.0000;14.5167
Strzeleczki;Opolskie;50.4667;17.8667
Strzelewo;Zachodniopomorskie;53.6667;15.0000
Strzelewo;Kujawsko-Pomorskie;53.1667;17.7833
Strzelęcin;Wielkopolskie;53.0333;16.9500
Strzelęcino;Pomorskie;54.6000;17.8000
Strzelin;Dolnośląskie;50.7833;17.0667
Strzelinko;Pomorskie;54.5167;16.9500
Strzelino;Pomorskie;54.5000;16.9667
Strzelna;Kujawsko-Pomorskie;51.8167;19.9333
Strzelnia;Mazowieckie;53.0500;20.6333
Strzelniki;Podlaskie;53.8167;22.0333
Strzelniki;Opolskie;50.8167;17.5500
Strzelno;Pomorskie;54.7833;18.3167
Strzelno;Kujawsko-Pomorskie;52.6333;18.2000
Strzelno;Dolnośląskie;51.2167;15.1833
Strzembowo;Mazowieckie;52.5000;20.4000
Strzembowo Kapkaz;Mazowieckie;52.4833;20.3833
Strzemeszna;Kujawsko-Pomorskie;51.6667;20.2000
Strzemeszna Druga;Kujawsko-Pomorskie;51.6500;20.2167
Strzemeszna Pierwsza;Kujawsko-Pomorskie;51.6667;20.2167
Strzemieczne;Mazowieckie;53.0000;21.4167
Strzemieczne Hieronimy;Mazowieckie;53.0333;21.4000
Strzemieczne Oleksy;Mazowieckie;53.0000;21.4000
Strzemieczne Wiosny;Mazowieckie;53.0000;21.4167
Strzemieszno;Mazowieckie;52.4167;19.8000
Strzemieszyce Małe;Śląskie;50.3333;19.3167
Strzemieszyce Wielkie;Śląskie;50.3167;19.2833
Strzeniówka;Mazowieckie;52.1167;20.8000
Strzepcz;Pomorskie;54.4500;18.0333
Strzepowo;Zachodniopomorskie;54.1667;15.8667
Strzeskowice Duże;Lubelskie;51.1500;22.4000
Strzeszewo;Podlaskie;52.9833;21.9833
Strzeszewo;Mazowieckie;52.9833;19.8833
Strzeszkowice;Mazowieckie;51.4500;20.3667
Strzeszkowice;Świętokrzyskie;50.5333;20.2833
Strzeszkowice Małe;Lubelskie;51.1500;22.4333
Strzeszkowo;Wielkopolskie;52.7167;17.3833
Strzeszków;Lubuskie;51.8000;15.9167
Strzeszowice;Lubuskie;51.6333;14.8833
Strzeszów;Zachodniopomorskie;52.9833;14.6000
Strzeszów;Dolnośląskie;51.2500;17.0000
Strzeszyce;Małopolskie;49.7667;20.5333
Strzeszyn;Podkarpackie;49.7333;21.1833
Strzeszyn;Wielkopolskie;52.4500;16.8667
Strzeszynek;Wielkopolskie;52.4500;16.8500
Strzeźenice;Zachodniopomorskie;54.2333;16.0833
Strzeżewo;Pomorskie;54.7000;17.7500
Strzeżewo;Zachodniopomorskie;54.0167;14.8667
Strzeżów;Świętokrzyskie;50.3833;20.0667
Strzeżów Zapustka;Świętokrzyskie;50.4000;20.0667
Strzęboszów;Świętokrzyskie;51.1536;20.2776
Strzęmboszów;Świętokrzyskie;51.1500;20.2667
Strzępin;Wielkopolskie;52.2667;16.5500
Strzmiele;Zachodniopomorskie;53.6500;15.5333
Strzybnica;Śląskie;50.4667;18.8000
Strzybnik;Śląskie;50.1333;18.1500
Strzyboga;Kujawsko-Pomorskie;51.9167;20.2000
Strzydzew;Wielkopolskie;51.9500;17.7167
Strzydzewiec;Wielkopolskie;51.9667;17.7167
Strzygi;Kujawsko-Pomorskie;53.1167;19.3833
Strzygi;Kujawsko-Pomorskie;52.4000;18.9667
Strzykocin;Zachodniopomorskie;53.9667;15.3833
Strzyżanówka;Lubelskie;51.9333;22.9667
Strzyże;Mazowieckie;52.6333;21.1000
Strzyże;Kujawsko-Pomorskie;51.9167;20.5667
Strzyżew;Kujawsko-Pomorskie;52.2601;20.3482
Strzyżew;Mazowieckie;51.9167;22.5000
Strzyżew;Wielkopolskie;51.8833;17.6167
Strzyżew;Wielkopolskie;51.5833;17.9667
Strzyżewice;Wielkopolskie;51.8167;16.5333
Strzyżewice;Kujawsko-Pomorskie;51.4167;19.2500
Strzyżewko;Wielkopolskie;51.9000;17.3500
Strzyżewo;Lubuskie;52.2833;15.9000
Strzyżewo Czerniejewskie;Wielkopolskie;52.4000;17.5167
Strzyżewo Kościelne;Wielkopolskie;52.5833;17.6500
Strzyżewo Paczkowe;Wielkopolskie;52.5833;17.7333
Strzyżewo Smykowe;Wielkopolskie;52.5833;17.7000
Strzyżewo Witkowskie;Wielkopolskie;52.4333;17.8167
Strzyżki;Kujawsko-Pomorskie;52.3833;19.0000
Strzyżmin;Wielkopolskie;52.6500;16.3000
Strzyżno;Zachodniopomorskie;53.2667;15.0333
Strzyżowice;Lubelskie;51.5833;22.0333
Strzyżowice;Lubelskie;51.0500;22.4333
Strzyżowice;Podkarpackie;50.7500;21.3667
Strzyżowice;Śląskie;50.3833;19.0833
Strzyżowiec;Lubelskie;50.7333;23.7833
Strzyżów;Mazowieckie;51.4667;20.4500
Strzyżów;Lubelskie;50.8500;24.0333
Strzyżów;Podkarpackie;49.8667;21.8000
Strzyżyna;Mazowieckie;51.7000;21.2167
Strzyżyno;Pomorskie;54.4833;17.3667
Stubienko;Podkarpackie;49.9167;22.9333
Stubno;Podkarpackie;49.9000;22.9667
Stuchowo;Zachodniopomorskie;53.9500;15.0000
Studenne;Podkarpackie;49.2833;22.4500
Studnica;Warmińsko-Mazurskie;53.9833;20.6667
Studnica;Zachodniopomorskie;53.4500;15.6500
Studnie;Mazowieckie;51.5833;21.2500
Studniska;Dolnośląskie;51.1000;15.0667
Studnisko;Lubelskie;51.0333;21.9167
Studzian;Podkarpackie;50.0500;22.4667
Studzianka;Warmińsko-Mazurskie;53.9667;20.6167
Studzianka;Lubelskie;51.9333;23.2167
Studzianka;Dolnośląskie;51.4333;15.7167
Studzianki;Podlaskie;53.2333;23.2667
Studzianki;Mazowieckie;52.5500;20.7667
Studzianki;Kujawsko-Pomorskie;51.8500;20.4000
Studzianki;Kujawsko-Pomorskie;51.7333;20.4667
Studzianki;Kujawsko-Pomorskie;51.6667;20.1333
Studzianki;Lubelskie;50.9000;22.4167
Studzianki;Kujawsko-Pomorskie;51.5000;19.9167
Studzianki Pancerne;Mazowieckie;51.7000;21.3333
Studzianki Trzecie;Kujawsko-Pomorskie;51.6500;20.1167
Studzianna;Kujawsko-Pomorskie;51.5333;20.3500
Studzianna;Wielkopolskie;51.9500;17.1333
Studziany Las;Podlaskie;54.0333;23.2333
Studzienica;Kujawsko-Pomorskie;51.2333;19.0167
Studzienica;Opolskie;50.2333;17.8500
Studzienice;Lubelskie;51.5000;21.9000
Studzienice;Pomorskie;54.1000;17.5667
Studzienice;Pomorskie;53.9000;18.1667
Studzienice;Wielkopolskie;52.0833;18.3333
Studzienice;Śląskie;50.0167;18.9833
Studzieniczna;Podlaskie;53.8667;23.1000
Studzieniec;Mazowieckie;53.1500;20.3667
Studzieniec;Kujawsko-Pomorskie;51.9912;20.3944
Studzieniec;Świętokrzyskie;51.1167;20.1000
Studzieniec;Podkarpackie;50.6000;22.2000
Studzieniec;Podkarpackie;50.2167;21.9833
Studzieniec;Wielkopolskie;53.0167;16.9167
Studzieniec;Mazowieckie;52.8667;19.6500
Studzieniec;Wielkopolskie;52.7000;17.0333
Studzieniec;Mazowieckie;52.3833;19.9000
Studzieniec;Lubuskie;51.8000;15.5667
Studzienka;Wielkopolskie;52.0667;17.8667
Studzienki;Kujawsko-Pomorskie;53.0667;17.5500
Studzienno;Dolnośląskie;50.4667;16.4667
Studzionka;Śląskie;49.9667;18.7833
Studziwody;Podlaskie;52.7500;23.1833
Studżce;Wielkopolskie;52.9667;17.0167
Stulichy;Podlaskie;54.2500;21.7500
Stulno;Lubelskie;51.3833;23.6167
Stupice;Dolnośląskie;50.8167;16.7500
Stupiec;Dolnośląskie;50.5500;16.5667
Stupniki;Podlaskie;52.8833;23.3167
Stuposiany;Podkarpackie;49.1833;22.7000
Stupsk;Mazowieckie;53.0333;20.4500
Stużno;Kujawsko-Pomorskie;51.3500;20.4167
Stwolno;Wielkopolskie;51.5833;16.9333
Stwolno Niemieckie;Kujawsko-Pomorskie;53.4500;18.6333
Stwolno Polskie;Kujawsko-Pomorskie;53.4500;18.6833
Stygajny;Warmińsko-Mazurskie;54.2000;19.9667
Styków;Świętokrzyskie;51.0000;21.1500
Styków;Podkarpackie;50.1833;21.9500
Stylągi;Mazowieckie;52.9833;21.7500
Stypin;Kujawsko-Pomorskie;52.3500;18.8167
Stypułki Borki;Podlaskie;53.0333;22.6333
Stypułki Szymany;Podlaskie;53.0500;22.6333
Stypułów;Lubuskie;51.7000;15.5333
Styrzyniec;Lubelskie;52.0333;23.0000
Subina;Kujawsko-Pomorskie;51.6667;19.9500
Subkowskie Pole;Pomorskie;54.0333;18.7833
Subkowy;Pomorskie;54.0000;18.7667
Sucha;Mazowieckie;52.2500;22.0000
Sucha;Mazowieckie;51.4333;21.5167
Sucha;Zachodniopomorskie;53.8333;16.3833
Sucha;Zachodniopomorskie;53.7500;15.9500
Sucha;Kujawsko-Pomorskie;53.4167;18.0000
Sucha;Wielkopolskie;52.0167;17.7000
Sucha;Lubuskie;51.8833;15.5833
Sucha;Kujawsko-Pomorskie;51.6500;18.7000
Sucha;Dolnośląskie;51.0333;15.3167
Sucha;Śląskie;50.7500;18.6833
Sucha;Opolskie;50.5500;18.2167
Sucha;Małopolskie;50.3333;19.7833
Sucha Beskidzka;Śląskie;49.7415;19.5951
Sucha Dolna;Kujawsko-Pomorskie;52.0000;19.1000
Sucha Dolna;Lubuskie;51.5667;15.6500
Sucha Góra;Podlaskie;53.5500;23.2500
Sucha Góra;Dolnośląskie;50.2667;16.8833
Sucha Góra;Śląskie;49.6500;19.6333
Sucha Góra;Śląskie;50.4000;18.8833
Sucha Górna;Kujawsko-Pomorskie;51.9833;19.1167
Sucha Huta;Pomorskie;54.1500;18.3500
Sucha Kamienica;Opolskie;50.3833;17.3667
Sucha Koszalińska;Zachodniopomorskie;54.2500;16.2667
Sucha Nowa;Kujawsko-Pomorskie;52.1500;20.2000
Sucha Psina;Opolskie;50.1167;17.9167
Sucha Rzeczka;Podlaskie;53.9000;23.2167
Sucha Stara;Kujawsko-Pomorskie;52.1595;20.1841
Sucha Struga;Małopolskie;49.4833;20.7000
Sucha Szlachecka;Mazowieckie;51.6167;20.9500
Sucha Wieś;Podlaskie;53.9500;22.8333
Sucha Wieś;Małopolskie;50.2333;20.0167
Sucha Wieś;Kujawsko-Pomorskie;51.0500;19.4667
Sucha Wólka;Podkarpackie;50.9167;21.9167
Suchacz;Warmińsko-Mazurskie;54.2853;19.4420
Suchanino;Pomorskie;54.3667;18.6500
Suchanówko;Zachodniopomorskie;53.2667;15.3500
Suchań;Zachodniopomorskie;53.2833;15.3000
Suchary;Kujawsko-Pomorskie;53.1833;17.6500
Sucharzewo;Kujawsko-Pomorskie;52.7333;17.9500
Sucharzewo;Małopolskie;52.6500;14.8167
Sucharzów;Podkarpackie;50.7167;21.7500
Suchatówka;Kujawsko-Pomorskie;52.9167;18.4833
Suchawa;Warmińsko-Mazurskie;54.2500;21.4167
Suchawa;Lubelskie;51.5000;23.4333
Suchcice;Mazowieckie;52.9333;21.6500
Suchcice;Kujawsko-Pomorskie;51.4333;19.4500
Suche;Małopolskie;49.3333;19.9833
Suche Rzeki;Podkarpackie;49.2000;22.5333
Suchedniów;Świętokrzyskie;51.0667;20.8333
Suchelipie;Lubelskie;50.9000;22.9500
Suchinicze;Podlaskie;53.3667;23.6667
Suchleb;Lubuskie;51.6167;15.0000
Suchobrzeźnica;Pomorskie;53.7167;18.3333
Suchocin;Mazowieckie;52.4167;20.7833
Suchocin;Mazowieckie;51.8833;22.5000
Suchoczasy;Kujawsko-Pomorskie;51.6500;18.9667
Suchodębie;Lubelskie;50.8167;23.3333
Suchodębie;Mazowieckie;52.3333;19.2833
Suchodębie;Śląskie;50.0500;19.3167
Suchodolina;Podlaskie;53.6333;23.3000
Suchodoły;Podlaskie;54.1833;22.9667
Suchodoły;Lubelskie;51.0833;22.9667
Suchodoły;Podkarpackie;50.9000;22.0833
Suchodół;Mazowieckie;52.4833;22.2833
Suchodół;Mazowieckie;52.3833;20.0000
Suchodół;Mazowieckie;52.3167;21.9333
Suchodół;Mazowieckie;51.9833;20.7833
Suchodół;Podkarpackie;49.6667;21.7833
Suchodół;Mazowieckie;52.6667;19.6000
Suchodół;Lubuskie;51.7833;14.7333
Suchodół Klepki;Mazowieckie;52.5000;22.2667
Suchodół Kolonia;Mazowieckie;52.1833;22.6000
Suchodół Pieńki;Mazowieckie;52.4833;22.2500
Suchodół Wielki;Mazowieckie;52.2000;22.6167
Suchodół Wypychy;Mazowieckie;52.1833;22.6000
Suchodółka;Podkarpackie;50.8500;21.7333
Sucholas;Podkarpackie;50.1500;23.3000
Sucholaski;Podlaskie;54.0167;21.9833
Suchoraba;Małopolskie;49.9833;20.2000
Suchorączek;Kujawsko-Pomorskie;53.3667;17.5333
Suchoręczek;Kujawsko-Pomorskie;53.0333;17.5833
Suchorowiec;Mazowieckie;53.4167;21.1833
Suchorze;Pomorskie;54.2667;17.1000
Suchorzew;Wielkopolskie;51.9000;17.7000
Suchorzewko;Wielkopolskie;51.9000;17.3833
Suchorzów;Podkarpackie;50.5000;21.5833
Suchostrzygi;Pomorskie;54.1167;18.7667
Suchowala;Dolnośląskie;50.9167;16.3167
Suchowice;Kujawsko-Pomorskie;52.9000;18.5000
Suchowizna;Mazowieckie;52.2667;21.5333
Suchowo;Warmińsko-Mazurskie;54.2000;19.1833
Suchowo;Zachodniopomorskie;53.3167;15.8167
Suchowola;Podlaskie;53.5833;23.1000
Suchowola;Mazowieckie;51.9000;21.9000
Suchowola;Lubelskie;51.7000;22.7333
Suchowola;Świętokrzyskie;50.6333;20.7500
Suchowola;Lubelskie;50.5833;23.2667
Suchowola;Podkarpackie;50.5333;21.4167
Suchowola;Świętokrzyskie;50.4167;20.9167
Suchowola;Podkarpackie;50.1333;23.0167
Suchowola;Kujawsko-Pomorskie;51.2000;19.0667
Suchowolce;Podlaskie;52.6167;23.3333
Suchożebry;Mazowieckie;52.2667;22.2500
Suchy Bór;Opolskie;50.6500;18.0333
Suchy Dąb;Pomorskie;54.2167;18.7833
Suchy Grunt;Małopolskie;50.2667;21.1333
Suchy Las;Mazowieckie;52.1333;20.8500
Suchy Las;Wielkopolskie;52.4833;16.8833
Suchy Róg;Podlaskie;53.8000;21.7667
Suchynia;Lubelskie;50.9333;22.2000
Sucymin;Pomorskie;53.9333;18.4333
Suczki;Podlaskie;54.3333;21.6833
Suczki;Podlaskie;54.2500;22.3167
Suczki;Podlaskie;53.7667;22.2500
Sudajew;Kujawsko-Pomorskie;51.5000;18.5667
Sudol;Lubuskie;51.9833;15.3333
Sudoł;Świętokrzyskie;50.9667;21.4667
Sudoł;Świętokrzyskie;50.6667;20.2500
Sudoł;Świętokrzyskie;50.3833;20.4500
Sudoł;Małopolskie;50.1167;19.9833
Sudołek;Małopolskie;50.2667;20.3000
Sudoły;Podkarpackie;50.5667;22.1000
Sudoły;Podkarpackie;50.3833;21.9000
Sudoły;Kujawsko-Pomorskie;51.5667;18.5167
Sudół;Śląskie;50.0500;18.1833
Sudragi;Mazowieckie;52.8500;19.5500
Sudwa;Warmińsko-Mazurskie;53.6000;20.2667
Sudzin;Mazowieckie;50.9333;19.8500
Sudzinek;Śląskie;50.9333;19.8333
Sufczyce;Świętokrzyskie;50.4667;21.0833
Sufczyn;Mazowieckie;52.0333;21.5333
Sufczyn;Lubelskie;51.3000;22.9500
Sufczyn;Małopolskie;49.9667;20.7500
Sufczyna;Podkarpackie;49.7333;22.4833
Sugajenko;Kujawsko-Pomorskie;53.4000;19.6500
Sugajenko;Kujawsko-Pomorskie;53.3500;19.6333
Sugajno;Kujawsko-Pomorskie;53.3333;19.6667
Sugre;Lubelskie;51.8833;23.6000
Suiszów;Dolnośląskie;50.7167;16.3500
Sukmanie;Małopolskie;49.9000;20.8167
Sukowate;Podkarpackie;49.3500;22.2000
Sukowicze;Podlaskie;53.3167;23.7000
Sukowska Wola;Mazowieckie;51.5000;20.9667
Sukowy;Kujawsko-Pomorskie;52.6167;18.2667
Suków;Mazowieckie;51.5000;20.9333
Suków;Świętokrzyskie;50.8167;20.6833
Suków-Babie;Świętokrzyskie;50.8000;20.6667
Suków-Modrzewie;Świętokrzyskie;50.8167;20.6833
Sulbiny;Mazowieckie;51.8667;21.6500
Sulborowice;Kujawsko-Pomorskie;51.2000;20.0333
Sulechowko;Zachodniopomorskie;54.2667;16.5500
Sulechowo;Zachodniopomorskie;54.2667;16.5333
Sulechów;Małopolskie;50.1333;20.1000
Sulechów;Lubuskie;52.0833;15.6167
Suleck;Dolnośląskie;51.0000;17.1333
Suleje;Mazowieckie;51.9667;22.4333
Sulejewo;Wielkopolskie;52.1667;16.9000
Sulejewo;Wielkopolskie;51.9500;16.6333
Sulejki;Podlaskie;53.9833;22.3167
Sulejów;Mazowieckie;52.4500;21.5667
Sulejów;Podkarpackie;50.9833;21.8000
Sulejów;Kujawsko-Pomorskie;51.3667;19.8833
Sulejówek;Mazowieckie;52.2500;21.2833
Sulerzyż;Mazowieckie;52.8500;20.4500
Sulewo;Podlaskie;53.5167;22.4167
Sulewo Kownaty;Podlaskie;53.5167;22.4167
Sulewo Prusy;Podlaskie;53.5167;22.4167
Sulęcin;Mazowieckie;52.8833;21.8833
Sulęcin;Małopolskie;52.4333;15.1000
Sulęcin;Wielkopolskie;52.1167;17.3167
Sulęcinek;Wielkopolskie;52.1333;17.3167
Sulęczyno;Pomorskie;54.2333;17.7667
Sulgostów;Mazowieckie;51.5167;20.6333
Suliborek;Zachodniopomorskie;53.3000;15.5500
Sulibórz;Zachodniopomorskie;53.3333;15.6000
Sulichów;Podkarpackie;50.5333;21.9333
Sulicice;Pomorskie;54.7833;18.2167
Sulikowo;Zachodniopomorskie;54.0167;14.9167
Sulikowo;Zachodniopomorskie;53.8000;16.3333
Sulików;Dolnośląskie;51.0833;15.0500
Sulików;Świętokrzyskie;50.7500;19.9833
Sulimice;Zachodniopomorskie;54.4500;16.5167
Sulimierz;Zachodniopomorskie;52.9667;15.0167
Sulimów;Lubelskie;50.5333;24.0500
Sulimów;Kujawsko-Pomorskie;51.8000;18.4667
Sulimówek;Kujawsko-Pomorskie;51.7667;18.4667
Sulimy;Podlaskie;54.0500;21.8167
Sulimy;Podlaskie;53.6667;22.1000
Sulimy;Podlaskie;53.2000;21.8667
Sulini;Śląskie;50.5000;19.5667
Sulinki;Lubelskie;52.1500;23.1167
Sulino;Zachodniopomorskie;53.3333;15.3167
Sulinowo;Zachodniopomorskie;53.5833;16.5500
Sulinowo;Kujawsko-Pomorskie;52.8667;17.6500
Sulisław;Zachodniopomorskie;52.8333;14.8167
Sulisław;Wielkopolskie;51.6667;17.6667
Sulisław;Opolskie;50.7000;17.3167
Sulisławice;Podkarpackie;50.5833;21.4667
Sulisławice;Wielkopolskie;51.7167;18.0500
Sulisławice;Dolnośląskie;50.8833;16.5000
Sulisławice;Dolnośląskie;50.6500;16.8167
Sulisławice;Śląskie;50.3833;19.8333
Sulistrowa;Podkarpackie;49.6167;21.6167
Sulistrowice;Mazowieckie;51.3167;20.7833
Sulistrowice;Dolnośląskie;50.8500;16.7500
Sulistrowiczki;Dolnośląskie;50.8500;16.7333
Suliszew;Kujawsko-Pomorskie;51.9333;20.2833
Suliszewice;Zachodniopomorskie;53.6333;15.6667
Suliszewice;Wielkopolskie;51.7000;18.3833
Suliszewo;Zachodniopomorskie;53.5167;15.8833
Suliszewo;Zachodniopomorskie;53.1833;15.5833
Suliszka;Mazowieckie;51.2333;21.1833
Suliszow;Opolskie;50.5333;17.1167
Suliszowice;Śląskie;50.6833;19.3667
Suliszów;Świętokrzyskie;50.6333;20.6667
Suliszów;Podkarpackie;50.5833;21.4833
Sulki;Podlaskie;53.1667;21.9000
Sulki;Mazowieckie;52.3333;21.8500
Sulków;Opolskie;50.1667;17.9500
Sulmice;Lubelskie;50.8833;23.3167
Sulmierzyce;Wielkopolskie;51.6167;17.5333
Sulmierzyce;Kujawsko-Pomorskie;51.1833;19.2000
Sulmin;Pomorskie;54.3167;18.4667
Sulnówko;Kujawsko-Pomorskie;53.4333;18.4167
Sułki;Śląskie;49.5000;19.2000
Sułkowice;Mazowieckie;51.9333;21.1000
Sułkowice;Świętokrzyskie;50.4000;20.8333
Sułkowice;Mazowieckie;52.0500;19.5000
Sułkowice;Wielkopolskie;51.8000;17.0500
Sułkowice;Małopolskie;50.2333;19.9333
Sułkowice;Małopolskie;49.8500;19.8000
Sułkowice;Śląskie;49.8333;19.3500
Sułkowice Drugie;Mazowieckie;52.0500;19.5333
Sułkowice Pierwsze;Mazowieckie;52.0500;19.5000
Sułkowo;Mazowieckie;52.9500;20.4333
Sułkowo;Mazowieckie;52.7000;20.8167
Sułkowo;Kujawsko-Pomorskie;52.5167;18.8167
Sułkowo Błony;Mazowieckie;52.7500;19.5333
Sułkowo Borowe;Mazowieckie;52.9500;20.4167
Sułkowo Polne;Mazowieckie;52.9333;20.4167
Sułkowo Rzeczne;Mazowieckie;52.7667;19.5167
Sułków;Mazowieckie;51.6167;21.2167
Sułków;Kujawsko-Pomorskie;51.1167;20.0833
Sułków;Świętokrzyskie;50.8833;20.0833
Sułków;Małopolskie;49.9833;20.1167
Sułocin Teodory;Mazowieckie;52.8667;19.5833
Sułocin Towarzystwo;Mazowieckie;52.8500;19.6000
Sułomino;Zachodniopomorskie;53.8500;14.5500
Sułoszowa;Małopolskie;50.2667;19.7000
Sułoszyn;Lubelskie;51.6000;22.5167
Sułowiec;Lubelskie;50.7833;22.9000
Sułowo;Warmińsko-Mazurskie;54.1000;20.8333
Sułowo;Zachodniopomorskie;53.1833;15.4167
Sułów;Lubelskie;50.9000;22.3667
Sułów;Lubelskie;50.7667;22.9667
Sułów;Małopolskie;49.9500;20.1333
Sułów;Dolnośląskie;51.5000;17.1667
Sułów Wielki;Wielkopolskie;51.6333;16.7000
Sułówek;Lubelskie;50.7833;22.9667
Sumery;Śląskie;49.6500;19.3167
Sumiężne;Mazowieckie;52.7000;21.9667
Sumin;Lubelskie;51.3667;23.1667
Sumin;Lubelskie;50.5500;23.4000
Sumin;Pomorskie;54.1667;17.7667
Sumin;Pomorskie;53.9167;18.4500
Sumin;Kujawsko-Pomorskie;53.4833;19.2500
Sumin;Kujawsko-Pomorskie;53.1333;19.4167
Sumina;Śląskie;50.1167;18.4167
Suminek;Kujawsko-Pomorskie;52.7833;19.4167
Sumowo;Podlaskie;54.2667;22.5333
Sumowo;Podlaskie;54.0833;23.3000
Sumowo;Kujawsko-Pomorskie;53.3333;19.3167
Sumówko;Kujawsko-Pomorskie;53.3500;19.3167
Supienie;Podlaskie;54.2167;22.5667
Supraśl;Podlaskie;53.2167;23.3500
Supruny;Podlaskie;52.9333;23.6333
Supy;Podlaskie;53.3500;22.3833
Suradowo;Kujawsko-Pomorskie;52.8167;19.3000
Suradówko;Kujawsko-Pomorskie;52.8167;19.2833
Surajny;Warmińsko-Mazurskie;54.0333;20.0000
Surały;Podlaskie;53.5167;22.2167
Suraż;Podlaskie;52.9500;22.9500
Surażkowo;Podlaskie;53.2333;23.4667
Surbajny;Warmińsko-Mazurskie;53.8333;19.6667
Surhów;Lubelskie;50.9333;23.2667
Surma;Śląskie;50.5167;19.1500
Surmacze;Lubelskie;52.0167;22.9833
Surmaczówka;Podkarpackie;50.1333;22.8500
Surmin;Wielkopolskie;51.4667;17.6500
Surminy;Podlaskie;54.2333;22.1167
Surmówka;Warmińsko-Mazurskie;53.9167;21.1333
Surochów;Podkarpackie;50.0333;22.7667
Surowa;Podkarpackie;50.3833;21.2667
Surowa;Lubuskie;51.6833;15.1333
Surowe;Mazowieckie;53.3333;21.1500
Surowe;Warmińsko-Mazurskie;54.0297;19.7747
Surowica;Podkarpackie;49.4500;21.9167
Surowina;Opolskie;50.7833;17.9333
Surowki;Małopolskie;49.9667;20.1833
Surówka;Małopolskie;49.6667;19.9667
Surwile;Podlaskie;54.1667;21.5667
Suryty;Warmińsko-Mazurskie;54.0333;20.6000
Surzyki Wielkie;Warmińsko-Mazurskie;53.8333;19.7833
Suserz;Mazowieckie;52.3333;19.6000
Susiec;Lubelskie;50.4167;23.2167
Susiec;Lubelskie;50.4167;23.2000
Susk;Mazowieckie;53.0667;21.6833
Susk;Mazowieckie;52.8000;19.7000
Suski Stare;Mazowieckie;52.8167;21.6167
Suskowola;Mazowieckie;51.4667;21.4833
Susk-Parcele;Mazowieckie;52.8000;19.6833
Suskrajowice;Świętokrzyskie;50.5500;20.8000
Susłow;Lubuskie;51.9833;15.8667
Susxec Stary;Śląskie;50.0500;18.8000
Susz;Warmińsko-Mazurskie;53.7167;19.3500
Suszcza;Podlaskie;52.9333;23.6667
Suszec;Śląskie;50.0333;18.8000
Suszeniec;Mazowieckie;51.8833;20.6333
Suszeń;Lubelskie;50.9000;23.0000
Suszewo;Kujawsko-Pomorskie;52.7833;19.2167
Suszewo;Wielkopolskie;52.4833;18.0833
Suszka;Lubelskie;50.4667;22.5833
